manufacturer,vehicle_type,charging_type_last,drive_config,battery_chemistry,model_year,battery_capacity_kwh,battery_age_years,battery_health_pct,motor_power_kw,vehicle_weight_kg,drag_coefficient,tire_type,ambient_temp_c,hvac_usage,avg_speed_kmh,elevation_change_m,num_passengers,cargo_weight_kg,regenerative_braking,driving_mode,wind_speed_kmh,actual_range_km
Rivian,,Supercharger,AWD,NMCA,2019.0,71.7,1.0,96.3,283.0,3569.0,0.444,All-Terrain,40.9,,23.1,-131.6,6.0,211.0,Low,Chill,25.6,535.5
Rivian,Crossover,DC Fast Charge,4WD,LFP,2015.0,72.5,6.0,98.2,,3179.0,0.375,Performance,16.2,Max Heat,,453.8,5.0,452.0,,Off-Road,43.9,364.7
BMW,Van,Level 1,RWD,NMCA,2019.0,77.8,0.0,64.6,531.0,2028.0,0.392,Performance,-4.7,Cooling,39.3,172.6,5.0,261.0,Max,Normal,23.1,285.0
NIO,,Level 2,FWD,NMC,2022.0,86.8,4.0,86.6,,2544.0,0.219,Standard,-2.4,Max Heat,98.0,-461.0,5.0,35.0,High,Chill,37.7,111.9
BMW,Van,Supercharger,FWD,NMC,2023.0,,0.0,73.8,613.0,3177.0,0.477,Standard,35.1,Heating,,155.5,4.0,63.0,Low,Sport,33.8,220.3
VW,Sports Car,DC Fast Charge,FWD,NCA,2017.0,58.7,5.0,99.0,503.0,1628.0,,All-Terrain,6.7,Cooling,88.2,-23.5,6.0,15.0,Off,Sport,46.1,520.4
Audi,,DC Fast Charge,,Solid State,2022.0,57.8,0.0,86.8,617.0,1210.0,,Low Rolling Resistance,12.5,Max Cool,127.1,-276.5,1.0,161.0,Low,Sport,18.6,627.2
Lucid,Van,Supercharger,RWD,NCA,2018.0,27.6,3.0,82.6,581.0,,0.419,All-Terrain,43.5,Max Cool,97.4,-476.4,1.0,,Max,Chill,,333.6
NIO,Sedan,Supercharger,4WD,,2017.0,,9.0,79.2,201.0,3068.0,0.254,Performance,42.8,,,-331.8,2.0,,Max,Normal,42.8,397.4
VW,Hatchback,Level 1,,LFP,2022.0,,6.0,84.0,,2180.0,0.242,,12.2,Cooling,120.0,-306.1,4.0,154.0,Low,Normal,4.6,311.6
VW,Crossover,DC Fast Charge,4WD,NMC,2020.0,129.8,4.0,80.8,683.0,2640.0,0.326,Low Rolling Resistance,,,113.3,,4.0,38.0,High,Normal,35.8,298.2
NIO,,Level 1,RWD,Solid State,2018.0,68.3,7.0,68.6,341.0,,0.317,All-Terrain,42.1,Max Heat,30.9,,1.0,107.0,Low,Eco,15.7,504.4
rivian,Sedan,Level 2,,,2022.0,34.5,7.0,81.7,535.0,2172.0,,,4.6,Heating,118.5,-360.0,1.0,141.0,Off,,59.8,682.3
NIO,Crossover,Supercharger,FWD,LFP,,33.2,5.0,82.8,499.0,1827.0,,All-Terrain,6.1,Cooling,64.9,-406.3,6.0,34.0,Low,,18.9,5678.312511899969
bmw,Sports Car,Level 1,AWD,LFP,2015.0,61.8,8.0,82.6,,3255.0,0.253,Performance,3.9,Max Cool,48.7,432.0,6.0,135.0,High,Eco,68.3,180.9
Lucid,Hatchback,Wireless,,NCA,2022.0,51.1,,96.0,,1414.0,0.383,Performance,,Cooling,85.0,350.7,2.0,480.0,,Sport,78.0,340.0
VW,,Supercharger,4WD,Solid State,2020.0,67.5,4.0,63.9,312.0,3006.0,0.409,All-Terrain,-19.9,Cooling,100.1,70.1,5.0,260.0,Medium,Off-Road,17.0,389.1
Lucid,Hatchback,Wireless,RWD,NCA,2017.0,48.1,0.0,66.6,453.0,3017.0,0.216,All-Terrain,-19.4,None,,,4.0,35.0,Medium,Eco,75.2,83.9
BMW,Crossover,Wireless,FWD,NMC,,72.0,1.0,60.0,150.0,,0.225,Standard,42.5,Max Heat,,-464.7,6.0,137.0,Off,Chill,51.2,233.2
BYD ,SUV,DC Fast Charge,AWD,LFP,,43.8,7.0,,298.0,3369.0,0.265,Performance,7.4,Heating,95.4,442.9,3.0,366.0,Off,,57.9,682.0
NIO,Sports Car,,AWD,,,72.0,7.0,96.7,538.0,3282.0,0.479,All-Terrain,-12.4,Max Heat,81.8,309.9,,157.0,Off,Eco,21.6,325.9
NIO,Van,,4WD,NMC,2015.0,57.6,,78.5,589.0,2430.0,0.482,Standard,10.5,Heating,60.9,-75.1,,329.0,Off,Off-Road,61.9,305.1
BMW,,Supercharger,FWD,NCA,2024.0,75.1,8.0,72.9,358.0,1670.0,0.446,Low Rolling Resistance,33.1,,116.9,345.3,3.0,233.0,High,,2.1,248.6
BYD,,DC Fast Charge,4WD,NMC,2015.0,91.4,0.0,99.0,642.0,3641.0,0.42,All-Terrain,43.6,Heating,,152.9,4.0,117.0,Medium,Eco,24.4,188.6
BYD,Truck,Supercharger,FWD,,2016.0,,2.0,64.6,463.0,2797.0,0.274,All-Terrain,44.9,Heating,41.8,-210.2,4.0,405.0,Max,Eco,69.1,396.6
lucid,SUV,,AWD,NMCA,2018.0,124.7,9.0,73.2,304.0,3012.0,0.493,Low Rolling Resistance,-13.3,Cooling,,-409.8,5.0,,Off,Eco,29.6,385.3
NIO ,Truck,Level 2,RWD,,2015.0,65.0,3.0,83.0,586.0,2701.0,0.299,,,None,,-38.4,2.0,174.0,Max,Eco,73.8,584.6
BYD,Sedan,Supercharger,4WD,,2018.0,75.4,8.0,78.9,478.0,,0.235,Performance,11.1,,48.9,63.7,5.0,120.0,Medium,Normal,77.0,537.3
Lucid,Van,Supercharger,,LFP,,57.7,2.0,72.8,446.0,1213.0,0.385,Performance,,,78.2,112.4,5.0,207.0,High,Normal,41.8,532.6
Rivian,Van,Supercharger,AWD,LFP,2023.0,20.6,8.0,66.8,691.0,3177.0,0.499,,-2.5,Max Cool,33.7,88.6,1.0,141.0,Max,Eco,23.2,120.0
Rivian,Crossover,Level 2,FWD,Solid State,2017.0,77.7,9.0,86.4,271.0,3311.0,0.222,All-Terrain,7.9,Cooling,95.1,29.3,,,Max,Normal,40.7,649.1
Lucid,Sedan,Supercharger,RWD,NMC,2015.0,87.5,6.0,99.5,132.0,1344.0,0.357,Performance,19.2,None,,42.1,1.0,482.0,Low,Eco,59.2,385.6
,Van,DC Fast Charge,4WD,Solid State,2017.0,117.4,6.0,63.5,226.0,1215.0,0.405,Standard,42.1,Max Cool,48.2,203.2,3.0,243.0,Max,Sport,77.2,511.5
NIO,Hatchback,Supercharger,AWD,LFP,2024.0,99.7,6.0,,141.0,2723.0,0.364,Low Rolling Resistance,13.3,Cooling,55.9,-26.1,6.0,477.0,,Eco,59.2,607.8
Audi,,Level 1,AWD,NMCA,,94.0,7.0,80.7,278.0,,0.343,All-Terrain,44.1,None,52.7,203.6,1.0,231.0,Off,Chill,62.1,589.7
tesla ,,Wireless,,LFP,,48.7,3.0,71.6,,3740.0,0.3,Performance,-15.9,Max Cool,88.6,-136.5,,275.0,,Chill,,344.8
Hyundai,Sports Car,Level 2,AWD,LFP,2020.0,72.2,2.0,94.3,247.0,2362.0,0.496,,19.1,,34.0,266.5,4.0,209.0,High,Eco,44.2,600.5
BYD,Van,Supercharger,FWD,NCA,2019.0,96.6,3.0,83.9,,2621.0,0.368,Standard,37.1,Heating,30.3,-462.6,1.0,39.0,Off,Eco,16.4,220.0
polestar,Sedan,DC Fast Charge,4WD,LFP,2022.0,102.5,1.0,95.0,177.0,2434.0,0.318,Performance,17.3,Heating,50.7,297.6,5.0,172.0,,,66.9,661.3
BYD ,Sedan,Wireless,FWD,NCA,2019.0,,9.0,61.9,62.0,3233.0,0.411,Performance,-15.1,Max Cool,116.8,,6.0,87.0,Low,Sport,,620.8
Tesla,Van,,4WD,Solid State,2016.0,82.2,7.0,97.5,491.0,1579.0,0.422,Performance,12.6,,22.9,261.6,6.0,104.0,Low,Eco,6.6,469.2
Tesla,SUV,Level 1,FWD,,2015.0,107.4,4.0,67.8,397.0,2695.0,0.327,Standard,23.8,Max Heat,27.7,451.3,5.0,234.0,Off,,40.0,99.0
tesla,Sports Car,Supercharger,4WD,NMC,,83.6,5.0,67.4,507.0,2640.0,0.406,,39.8,Cooling,34.1,-61.1,4.0,126.0,Max,Sport,24.1,485.2
POLESTAR,Hatchback,Level 2,AWD,NMCA,,70.5,1.0,86.1,235.0,,0.497,Standard,32.1,Max Cool,67.4,-93.1,1.0,394.0,Off,,64.7,171.4
Lucid,Hatchback,DC Fast Charge,,NMCA,,101.9,5.0,88.9,221.0,1650.0,0.377,All-Terrain,32.7,Cooling,72.9,211.6,2.0,230.0,Max,Normal,22.4,454.4
BYD,Crossover,Wireless,RWD,NCA,2024.0,,8.0,,693.0,3726.0,0.434,All-Terrain,42.8,Max Heat,101.8,52.1,2.0,444.0,Max,Chill,57.9,524.3
BYD,Hatchback,Wireless,4WD,NMCA,2023.0,,1.0,91.0,503.0,2762.0,0.201,All-Terrain,,Max Cool,60.3,334.2,4.0,288.0,Off,Normal,25.0,645.1
,Crossover,Wireless,FWD,NMC,2015.0,93.0,5.0,79.5,102.0,2960.0,0.35,Performance,17.2,Max Heat,27.7,-139.5,,455.0,Low,Normal,73.7,310.7
NIO,Sports Car,Level 1,AWD,NCA,,116.6,,89.3,668.0,3006.0,0.473,All-Terrain,38.4,Cooling,111.3,-327.1,5.0,320.0,Medium,Chill,40.6,554.4
VW,Hatchback,Level 2,RWD,LFP,2024.0,61.9,9.0,,557.0,2697.0,0.293,Standard,-19.1,Cooling,81.3,-18.9,5.0,,,Normal,41.0,126.3
NIO,Truck,Wireless,RWD,NCA,2022.0,113.9,7.0,64.3,433.0,1474.0,0.362,Performance,44.0,Max Cool,70.8,-218.2,1.0,,Low,Normal,34.8,507.8
Polestar,Crossover,DC Fast Charge,AWD,NMCA,2017.0,60.8,5.0,61.0,153.0,,0.321,Standard,25.6,Max Heat,28.8,,4.0,463.0,Max,Chill,43.8,514.6
BYD,SUV,Level 1,RWD,NCA,2023.0,84.7,0.0,89.1,554.0,2528.0,0.347,All-Terrain,30.2,Max Heat,123.0,-376.5,4.0,142.0,,Normal,14.2,523.1
,Crossover,DC Fast Charge,RWD,LFP,,126.3,4.0,,162.0,,0.237,Standard,40.9,Max Heat,66.9,368.4,3.0,106.0,Max,Chill,1.0,185.3
NIO,Sedan,Level 1,AWD,NMC,2024.0,28.2,1.0,60.9,,,0.383,Low Rolling Resistance,-19.6,Max Cool,62.8,392.4,1.0,253.0,Max,Chill,3.4,445.3
byd,Van,Supercharger,FWD,LFP,2022.0,,7.0,81.9,596.0,,,Performance,12.4,Max Heat,125.9,-188.5,3.0,362.0,Medium,Sport,52.5,104.0
Rivian,,Wireless,FWD,NMC,2016.0,97.7,3.0,83.3,636.0,2097.0,0.427,Performance,-5.4,Max Heat,65.3,-307.1,2.0,190.0,Medium,Sport,,458.9
Tesla,Truck,Wireless,AWD,NMC,2016.0,56.3,3.0,96.1,300.0,3592.0,0.232,Low Rolling Resistance,32.5,None,85.2,-484.9,2.0,35.0,Max,,69.9,317.9
Polestar,Sedan,Supercharger,FWD,Solid State,2017.0,,8.0,75.9,593.0,,0.411,All-Terrain,24.3,Cooling,41.9,250.1,3.0,404.0,Off,Chill,61.8,651.0
,Sports Car,Wireless,AWD,Solid State,2016.0,48.0,,77.2,59.0,3036.0,0.384,,37.5,Heating,128.7,-151.2,2.0,,High,Normal,39.8,361.9
hyundai,Truck,DC Fast Charge,FWD,,2021.0,38.7,,85.2,,,,Low Rolling Resistance,24.8,Max Heat,51.7,-59.2,1.0,347.0,Low,Normal,57.2,96.5
Hyundai,Crossover,Level 2,,NCA,2020.0,,7.0,74.0,371.0,2874.0,0.399,,30.2,Max Heat,127.0,337.4,2.0,212.0,Low,Eco,44.1,272.7
BYD,Crossover,,RWD,Solid State,,74.8,5.0,90.3,439.0,2877.0,0.414,,-20.0,Max Cool,78.6,-192.8,6.0,115.0,Off,Eco,30.6,534.5
BYD,Van,Level 1,4WD,NMC,2023.0,56.1,6.0,83.1,334.0,2013.0,0.397,Performance,4.8,Cooling,32.1,72.0,1.0,197.0,Medium,Off-Road,,510.9
Polestar,SUV,DC Fast Charge,,LFP,2018.0,67.2,2.0,,99.0,1667.0,0.292,Low Rolling Resistance,-1.6,Cooling,31.1,-219.3,3.0,239.0,High,Normal,50.6,203.5
,Sedan,Level 1,AWD,NCA,2019.0,37.7,5.0,81.8,87.0,1491.0,0.233,Performance,25.6,None,87.3,306.5,5.0,99.0,Low,Normal,62.5,391.9
,Crossover,,4WD,LFP,2022.0,44.2,6.0,98.5,264.0,2566.0,0.201,Performance,,Max Cool,57.3,-77.0,4.0,202.0,Medium,Off-Road,40.2,154.5
,,Wireless,,LFP,2023.0,26.6,1.0,80.6,294.0,2973.0,0.214,,5.1,,54.3,-237.5,5.0,431.0,Max,Eco,54.2,253.9
BYD,Crossover,Level 1,FWD,,2022.0,51.0,7.0,62.1,379.0,3262.0,0.425,All-Terrain,43.6,Cooling,50.4,238.9,6.0,134.0,Off,Eco,,559.4
,SUV,Level 2,4WD,Solid State,,125.6,3.0,69.7,511.0,1479.0,0.339,Performance,-18.6,Cooling,111.2,-310.5,2.0,166.0,Off,Off-Road,,231.5
VW,,DC Fast Charge,RWD,LFP,2017.0,,8.0,76.2,378.0,2006.0,0.361,All-Terrain,3.8,Heating,22.9,-201.7,1.0,495.0,Max,,32.2,3243.3305508363887
,Sports Car,Wireless,FWD,NMCA,2024.0,129.4,4.0,83.4,81.0,1788.0,,Performance,,Heating,46.4,-16.9,5.0,215.0,Max,Sport,19.7,260.5
Tesla,,DC Fast Charge,4WD,,2018.0,77.2,0.0,83.4,319.0,2721.0,0.224,,30.6,Heating,94.2,257.3,3.0,288.0,Medium,Sport,63.6,117.2
NIO,Van,Level 1,RWD,Solid State,,75.9,7.0,94.6,,3750.0,0.208,Low Rolling Resistance,12.2,Cooling,23.2,18.7,,249.0,High,Eco,10.4,376.2
BYD,Crossover,DC Fast Charge,AWD,NMCA,,44.7,1.0,63.4,324.0,3065.0,0.237,Performance,36.3,Max Heat,89.7,-440.0,3.0,,Low,Normal,61.9,95.5
Rivian,Crossover,Level 1,FWD,NCA,,92.9,3.0,93.8,566.0,3874.0,0.492,Low Rolling Resistance,11.5,Max Heat,70.1,252.7,3.0,329.0,Medium,Eco,31.2,552.5
BMW,Hatchback,Level 1,AWD,NMCA,2022.0,109.6,8.0,72.8,292.0,2241.0,0.438,All-Terrain,-9.5,Max Cool,108.7,-482.5,4.0,334.0,High,Off-Road,,597.2
Lucid,Sedan,,4WD,Solid State,2023.0,21.5,7.0,,599.0,2369.0,,Performance,20.5,Cooling,,103.7,2.0,,Max,Normal,3.2,493.3
,Truck,DC Fast Charge,FWD,LFP,2023.0,106.4,9.0,,685.0,3018.0,0.345,Low Rolling Resistance,2.5,Heating,62.2,-394.1,1.0,,High,Eco,18.6,585.1
BMW,Truck,Supercharger,RWD,NMC,,47.5,4.0,87.8,261.0,3819.0,0.484,Performance,-5.4,Max Heat,74.6,,4.0,,High,,14.4,491.3
Tesla,,Supercharger,AWD,NMC,2015.0,,8.0,92.3,683.0,2227.0,0.367,Low Rolling Resistance,33.7,Cooling,50.9,137.0,2.0,156.0,Low,Normal,4.1,187.1
Polestar,Van,Supercharger,FWD,NMCA,2016.0,,8.0,73.5,570.0,,0.245,,,Max Heat,81.9,-222.7,1.0,470.0,High,Eco,11.3,390.6
BMW,Hatchback,Supercharger,RWD,,2016.0,58.6,5.0,96.3,491.0,3098.0,0.287,All-Terrain,13.1,None,108.7,489.3,3.0,191.0,Off,,28.7,149.4
VW,Sedan,Level 1,,Solid State,2015.0,126.3,,86.2,582.0,3192.0,0.253,Low Rolling Resistance,4.4,Max Cool,52.0,61.8,3.0,248.0,High,Sport,65.3,688.5
Tesla,Truck,,RWD,Solid State,2024.0,,2.0,70.7,,2481.0,0.41,Low Rolling Resistance,43.6,Max Heat,46.4,-216.4,5.0,374.0,Off,Eco,18.5,412.8
BMW,Crossover,,FWD,NMCA,2018.0,44.1,0.0,63.4,624.0,3888.0,0.297,Low Rolling Resistance,,Heating,26.0,-407.7,1.0,71.0,High,Chill,72.3,379.3
Rivian,Hatchback,DC Fast Charge,FWD,Solid State,,56.1,,72.4,446.0,3100.0,0.372,Low Rolling Resistance,-9.5,Cooling,52.6,-477.4,5.0,,Low,,9.5,317.8
NIO,Truck,Wireless,RWD,,2015.0,126.8,2.0,64.7,254.0,2994.0,0.351,Standard,-4.6,Heating,,324.5,3.0,252.0,Off,Chill,63.3,212.5
,Van,Wireless,FWD,LFP,2017.0,105.3,5.0,61.3,489.0,2554.0,0.314,Low Rolling Resistance,35.7,Cooling,38.9,84.8,5.0,,,Off-Road,66.4,472.9
Lucid,Van,DC Fast Charge,RWD,Solid State,2016.0,49.2,3.0,60.6,309.0,2750.0,0.43,Standard,15.7,,99.9,277.7,5.0,390.0,Low,,65.5,252.4
,Hatchback,Level 1,4WD,Solid State,2016.0,79.8,4.0,67.0,137.0,2125.0,0.405,Performance,41.8,Max Heat,37.6,-177.1,6.0,431.0,Medium,,31.2,616.0
,SUV,Level 2,RWD,NCA,2024.0,74.5,0.0,62.9,166.0,3057.0,0.311,Performance,11.7,Cooling,65.9,,2.0,52.0,Low,Normal,,668.5
Rivian,Van,Level 1,RWD,NMC,,,2.0,,61.0,2987.0,0.446,Standard,29.9,Cooling,44.8,,5.0,17.0,Off,Sport,2.6,319.1
HYUNDAI,Sports Car,DC Fast Charge,,Solid State,2022.0,36.0,,79.9,626.0,3611.0,0.47,,22.8,None,114.3,,5.0,413.0,High,Chill,34.8,670.8
tesla ,Sedan,Level 1,AWD,NMC,2022.0,50.8,2.0,92.4,69.0,1879.0,0.299,Performance,8.0,Max Heat,77.2,-126.2,4.0,379.0,Medium,,24.4,663.5
Lucid,Truck,DC Fast Charge,4WD,LFP,2019.0,86.0,4.0,61.5,216.0,,,Low Rolling Resistance,24.7,Max Cool,128.7,-193.6,2.0,212.0,Low,Sport,63.2,341.8
Lucid,Hatchback,Supercharger,,,2021.0,62.1,1.0,78.7,239.0,1780.0,0.417,Low Rolling Resistance,41.5,,129.7,-106.9,1.0,165.0,Max,Normal,2.2,648.4
Rivian,SUV,Supercharger,RWD,NMC,2021.0,104.2,5.0,,,3621.0,0.383,Low Rolling Resistance,30.1,None,51.0,419.2,3.0,462.0,Low,Chill,,256.8
Tesla,Sedan,Supercharger,RWD,LFP,2017.0,36.4,7.0,,,,0.248,Performance,,Heating,,129.7,4.0,315.0,Off,Off-Road,59.3,168.5
bmw,Hatchback,Level 2,,Solid State,2017.0,71.1,2.0,95.0,325.0,2661.0,0.312,Standard,17.8,Heating,86.5,343.2,3.0,195.0,Medium,Off-Road,39.9,408.3
,Hatchback,Supercharger,,LFP,2022.0,66.6,1.0,98.0,114.0,2977.0,0.355,Standard,,,103.4,-462.6,3.0,377.0,Medium,Off-Road,44.8,127.1
,Sports Car,Level 2,,Solid State,2015.0,43.8,2.0,65.3,82.0,1992.0,0.329,All-Terrain,-4.5,Max Cool,84.0,-342.1,5.0,125.0,Max,Eco,72.7,157.9
Tesla,,Wireless,RWD,LFP,,93.1,6.0,99.6,596.0,2185.0,0.397,All-Terrain,9.6,Heating,67.9,-400.1,6.0,204.0,Off,Normal,31.3,608.1
Tesla,Van,Supercharger,AWD,NMCA,2023.0,40.8,0.0,83.0,50.0,,0.28,Performance,-12.8,Max Heat,,,6.0,168.0,,Off-Road,73.8,398.5
Hyundai,,Supercharger,AWD,,2015.0,120.4,6.0,73.5,475.0,2016.0,0.208,Standard,12.4,Max Heat,60.8,120.7,,44.0,Low,Normal,51.9,294.7
Tesla,Sports Car,Wireless,4WD,LFP,2016.0,106.5,1.0,80.9,190.0,1363.0,0.237,All-Terrain,,,51.5,,2.0,247.0,Max,Sport,18.2,289.1
NIO ,Sedan,DC Fast Charge,RWD,NCA,2016.0,73.7,4.0,62.5,524.0,,0.326,Low Rolling Resistance,39.3,Max Cool,52.7,108.6,,35.0,Off,Off-Road,75.4,494.8
BMW,Hatchback,Supercharger,,LFP,2017.0,66.0,4.0,63.7,,2252.0,0.231,All-Terrain,37.6,Max Cool,,234.0,5.0,282.0,Low,Sport,,503.9
Hyundai,Truck,Supercharger,,,2024.0,48.7,0.0,92.6,403.0,3164.0,0.275,Low Rolling Resistance,15.9,,72.5,117.7,3.0,357.0,Off,Eco,75.8,206.2
Audi,Sports Car,,AWD,,2017.0,49.5,9.0,95.5,613.0,1940.0,0.292,Low Rolling Resistance,-9.4,Cooling,26.1,-137.5,1.0,371.0,Medium,Chill,22.3,207.4
,,,4WD,Solid State,2019.0,112.5,3.0,66.7,381.0,1873.0,0.259,All-Terrain,-17.8,Cooling,93.7,-495.6,3.0,345.0,Medium,Off-Road,51.2,118.5
VW,Sedan,Supercharger,4WD,NMCA,2019.0,,1.0,70.0,153.0,,,Performance,,Heating,122.4,-382.9,5.0,,Max,Normal,64.2,168.3
,Truck,Wireless,RWD,Solid State,2015.0,22.2,,99.4,108.0,,0.276,Low Rolling Resistance,19.7,Cooling,,,6.0,244.0,Max,Sport,,376.6
NIO,Sports Car,DC Fast Charge,FWD,NMC,2023.0,67.8,2.0,97.2,635.0,2670.0,0.316,Performance,-4.3,Max Heat,,408.2,5.0,,Off,Eco,2.3,510.6
bmw,Sports Car,DC Fast Charge,,NMC,2019.0,93.2,,63.3,642.0,2703.0,,,3.4,Cooling,95.4,,,189.0,Off,Sport,72.0,149.9
Tesla,Hatchback,Level 2,AWD,NCA,2024.0,68.7,3.0,64.6,,2514.0,0.264,All-Terrain,38.3,Max Heat,122.7,,3.0,225.0,Max,,4.6,479.5
RIVIAN,SUV,Level 2,,Solid State,2023.0,123.9,4.0,,228.0,2212.0,0.374,,1.0,None,74.6,208.9,3.0,22.0,Low,Chill,41.9,241.1
BYD,Truck,Supercharger,AWD,NCA,2020.0,111.3,,77.1,296.0,3303.0,,Low Rolling Resistance,-0.9,Max Cool,129.6,317.7,1.0,276.0,Off,,59.1,545.6
BMW,,Supercharger,4WD,Solid State,2023.0,,9.0,77.1,,2563.0,0.462,Standard,,Max Cool,80.2,-424.4,3.0,137.0,,Chill,37.8,657.2
Audi,,,FWD,LFP,,78.2,6.0,69.5,,1452.0,0.336,Performance,-14.4,Cooling,105.9,-318.8,3.0,,Medium,Sport,9.1,635.9
NIO ,Sedan,DC Fast Charge,FWD,NMCA,2023.0,76.9,5.0,82.7,483.0,2826.0,0.316,All-Terrain,10.9,Max Cool,107.6,,5.0,7.0,High,Eco,8.5,352.7
audi,Truck,Level 2,RWD,NCA,2020.0,57.0,3.0,88.8,,3447.0,0.27,Performance,-2.6,Max Cool,57.3,-307.6,2.0,425.0,Off,Normal,50.3,590.6
Audi,SUV,Wireless,4WD,NMCA,2021.0,41.3,9.0,,558.0,1334.0,0.37,All-Terrain,,Cooling,59.6,-465.7,2.0,4.0,,Chill,69.6,1484.1613746580954
rivin,SUV,Level 2,FWD,Solid State,2017.0,,6.0,73.3,656.0,2014.0,0.262,Low Rolling Resistance,-16.6,Cooling,41.4,-125.7,,383.0,Medium,Normal,75.3,699.4
BYD,Sedan,Wireless,RWD,NCA,2015.0,113.0,9.0,73.2,182.0,1780.0,0.243,,-6.1,,75.7,-418.0,3.0,42.0,Off,Normal,,142.1
,Sports Car,Supercharger,FWD,NCA,2015.0,27.4,3.0,71.1,396.0,2897.0,0.26,Standard,21.0,Cooling,43.0,,3.0,389.0,,Eco,64.7,236.0
VW,Hatchback,DC Fast Charge,FWD,NMC,2023.0,80.5,,93.9,134.0,1882.0,0.489,All-Terrain,27.3,Heating,57.8,33.0,3.0,117.0,High,Off-Road,,641.8
byd,Hatchback,Wireless,4WD,Solid State,2019.0,64.2,9.0,89.6,512.0,,0.373,All-Terrain,-9.3,Heating,122.3,-139.7,2.0,,Off,Normal,51.0,177.8
Rivian,Sedan,DC Fast Charge,AWD,NCA,2016.0,79.7,6.0,98.6,,,0.483,Standard,-16.3,Heating,,,5.0,,High,Eco,41.7,163.3
Polestar,Crossover,Supercharger,AWD,Solid State,2019.0,72.9,0.0,97.5,255.0,3248.0,0.214,Standard,37.7,Max Cool,95.0,350.2,6.0,313.0,,Eco,34.6,592.7
tesla ,,Level 2,4WD,NMC,2024.0,76.1,3.0,77.0,510.0,,0.305,Low Rolling Resistance,12.3,Max Cool,80.6,191.8,3.0,102.0,Off,Off-Road,65.9,432.0
BYD,Sedan,DC Fast Charge,,NMCA,2023.0,92.1,2.0,80.1,260.0,,0.333,Low Rolling Resistance,-2.3,Max Heat,113.8,-352.8,2.0,,Off,Chill,36.0,645.2
VW,Hatchback,,FWD,NMCA,2020.0,72.7,5.0,60.9,416.0,2599.0,0.391,Performance,20.7,Heating,127.4,,5.0,374.0,Low,Off-Road,,293.0
Polestar,Sports Car,Wireless,FWD,NMC,2016.0,,8.0,,344.0,1531.0,0.324,Standard,7.5,Heating,37.1,,,459.0,Off,Chill,68.0,665.0
BMW,Sports Car,Level 2,4WD,LFP,2023.0,74.6,1.0,60.6,166.0,,0.413,All-Terrain,16.4,Heating,,-119.0,6.0,273.0,Max,Eco,44.4,1308.470816411487
,Hatchback,,AWD,,2020.0,49.7,4.0,,592.0,2088.0,0.23,Standard,,Cooling,61.3,-20.3,5.0,,Medium,Eco,43.2,580.5
Hyundai,,Level 2,,LFP,2017.0,126.0,0.0,73.6,59.0,3745.0,0.229,Standard,-16.5,Cooling,67.8,271.8,6.0,,High,Off-Road,60.2,561.7
,Crossover,Wireless,FWD,NMC,2023.0,45.6,0.0,99.4,154.0,2694.0,0.239,All-Terrain,25.2,,27.6,335.1,1.0,50.0,High,Off-Road,65.1,468.0
Polestar,Truck,,RWD,LFP,2022.0,78.3,9.0,69.5,272.0,,0.449,,42.3,Max Heat,83.3,-73.5,3.0,279.0,Medium,Sport,43.5,565.7
,,DC Fast Charge,,LFP,2021.0,74.4,6.0,,699.0,1790.0,0.312,All-Terrain,21.4,Heating,74.9,-367.6,,102.0,Low,Chill,23.0,576.4
NIO,SUV,Supercharger,AWD,NCA,2024.0,51.6,1.0,84.1,311.0,3156.0,0.38,Low Rolling Resistance,10.8,Heating,61.1,-177.6,5.0,139.0,Medium,Off-Road,50.1,477.9
BYD,Sedan,Supercharger,4WD,LFP,2023.0,52.5,6.0,97.4,,,0.422,,39.2,Max Heat,126.6,-175.3,3.0,,,Chill,34.4,588.2
Lucid,Sedan,Level 1,FWD,NMC,2021.0,67.5,,93.6,148.0,1503.0,0.321,All-Terrain,31.8,,129.0,222.0,3.0,459.0,,Off-Road,66.6,345.4
,Sports Car,,FWD,,2019.0,,2.0,80.8,606.0,1672.0,0.246,All-Terrain,-0.0,Max Heat,22.8,,,167.0,High,Eco,41.6,384.6
BYD,Sedan,Supercharger,RWD,Solid State,2015.0,85.7,0.0,83.8,,1959.0,0.254,All-Terrain,-4.1,Max Heat,38.7,260.7,2.0,359.0,Medium,Chill,20.1,678.9
Rivian,Hatchback,Supercharger,AWD,LFP,2024.0,113.1,2.0,80.6,189.0,2274.0,0.285,Standard,-8.9,Heating,101.7,356.9,6.0,187.0,Max,Sport,0.3,372.9
BMW,Hatchback,Wireless,FWD,NMC,2015.0,96.5,9.0,84.3,518.0,2589.0,0.449,All-Terrain,,Max Cool,30.1,116.1,3.0,377.0,Off,Sport,50.6,305.7
BMW,SUV,Supercharger,RWD,,2023.0,127.0,9.0,95.2,645.0,2945.0,,Performance,41.2,Max Heat,,,2.0,114.0,Off,Eco,14.2,440.9
Lucid,Van,Wireless,RWD,Solid State,2019.0,53.7,,80.0,494.0,3041.0,0.409,All-Terrain,,Cooling,56.7,,4.0,152.0,Off,Off-Road,49.9,565.7
,Crossover,,,NCA,2023.0,22.8,2.0,75.6,338.0,3668.0,0.372,Performance,17.2,Max Heat,57.5,15.3,1.0,474.0,Max,Normal,25.9,479.2
